,Unnamed: 0.1,Unnamed: 0,Provincia,Partido,Localidad,ADSL,CABLEMODEM,DIALUP,FIBRAOPTICA,4G,3G,TELEFONIAFIJA,WIRELESS,SATELITAL
2003,2003,2003,JUJUY,SANTA BARBARA,El Talar,NO,NO,NO,NO,NO,NO,SI,SI,SI
2004,2004,2004,JUJUY,SANTA BARBARA,Palma Sola,NO,NO,NO,NO,SI,NO,SI,SI,SI
2005,2005,2005,JUJUY,SANTA BARBARA,Puente Lavayén,NO,NO,NO,NO,NO,NO,NO,NO,NO
2006,2006,2006,JUJUY,SANTA BARBARA,Santa Clara,SI,NO,NO,NO,SI,SI,SI,SI,SI
2007,2007,2007,JUJUY,SANTA BARBARA,Vinalito,NO,NO,NO,NO,NO,NO,NO,SI,NO
2008,2008,2008,JUJUY,Santa Catalina,Casira,NO,NO,NO,SI,NO,NO,NO,NO,NO
2009,2009,2009,JUJUY,Santa Catalina,Ciénega,NO,NO,NO,SI,NO,NO,NO,NO,NO
2010,2010,2010,JUJUY,Santa Catalina,Cieneguillas,NO,NO,NO,SI,NO,NO,NO,NO,NO
2011,2011,2011,JUJUY,Santa Catalina,Cusi Cusi,NO,NO,NO,SI,NO,NO,NO,NO,NO
2012,2012,2012,JUJUY,Santa Catalina,El Angosto,NO,NO,NO,NO,NO,NO,NO,NO,NO
2013,2013,2013,JUJUY,Santa Catalina,La Ciénega,NO,NO,NO,NO,NO,NO,NO,NO,NO
2014,2014,2014,JUJUY,Santa Catalina,Misarrumi,NO,NO,NO,NO,NO,NO,NO,NO,SI
2015,2015,2015,JUJUY,Santa Catalina,Oratorio,NO,NO,NO,SI,NO,NO,NO,NO,NO
2016,2016,2016,JUJUY,Santa Catalina,Paicone,NO,NO,NO,SI,NO,NO,NO,NO,NO
2017,2017,2017,JUJUY,Santa Catalina,San Juan de Oros,NO,NO,NO,NO,NO,NO,NO,NO,NO
2018,2018,2018,JUJUY,Santa Catalina,Santa Catalina,NO,NO,NO,SI,NO,NO,NO,NO,SI
2019,2019,2019,JUJUY,Santa Catalina,Yoscaba,NO,NO,NO,NO,NO,NO,NO,NO,NO
2020,2020,2020,JUJUY,Susques,Catua,NO,NO,NO,SI,NO,NO,NO,NO,NO
2021,2021,2021,JUJUY,Susques,Coranzuli,NO,NO,NO,SI,NO,NO,NO,NO,NO
2022,2022,2022,JUJUY,Susques,El Toro,NO,NO,NO,SI,NO,NO,NO,NO,SI
2023,2023,2023,JUJUY,Susques,Huáncar,NO,NO,NO,SI,NO,NO,NO,NO,NO
2024,2024,2024,JUJUY,Susques,Jama,NO,NO,NO,SI,NO,NO,NO,NO,NO
2025,2025,2025,LA PAMPA,Realicó,Embajador Martini,SI,NO,NO,SI,SI,NO,SI,SI,SI
2026,2026,2026,LA PAMPA,Realicó,Falucho,NO,NO,NO,NO,NO,NO,SI,SI,SI
2027,2027,2027,LA PAMPA,Realicó,Ingeniero Luiggi,NO,NO,NO,SI,SI,SI,SI,SI,SI
2028,2028,2028,LA PAMPA,Realicó,Ojeda,NO,NO,NO,NO,NO,NO,NO,SI,NO
2029,2029,2029,LA PAMPA,Realicó,Realicó,SI,NO,SI,SI,SI,SI,SI,SI,SI
2030,2030,2030,LA PAMPA,Toay,Cachirulo,NO,NO,NO,NO,SI,SI,NO,NO,NO
2031,2031,2031,LA PAMPA,Toay,Naicó,NO,NO,NO,NO,NO,NO,NO,NO,NO
2032,2032,2032,LA PAMPA,Toay,Toay,SI,SI,NO,SI,SI,SI,SI,SI,SI
2033,2033,2033,LA PAMPA,Trenel,Arata,NO,NO,NO,SI,SI,SI,SI,SI,SI
2034,2034,2034,LA PAMPA,Trenel,Metileo,NO,NO,NO,NO,SI,SI,SI,SI,SI
2035,2035,2035,LA PAMPA,Trenel,Trenel,SI,SI,NO,NO,SI,SI,SI,SI,SI
2036,2036,2036,LA PAMPA,Utracán,Ataliva Roca,NO,NO,NO,SI,SI,SI,SI,SI,SI
2037,2037,2037,LA PAMPA,Utracán,Chacharramendi,NO,NO,NO,NO,SI,NO,SI,SI,SI
2038,2038,2038,LA PAMPA,Utracán,Colonia Santa María,NO,NO,SI,SI,NO,NO,SI,SI,NO
2039,2039,2039,LA PAMPA,Utracán,General Acha,SI,SI,NO,SI,SI,SI,SI,SI,SI
2040,2040,2040,LA PAMPA,Utracán,Quehué,NO,NO,NO,SI,NO,NO,SI,SI,SI
2041,2041,2041,LA PAMPA,Utracán,Unanué,NO,NO,NO,SI,NO,NO,NO,SI,NO
2042,2042,2042,LA RIOJA,Arauco,Aimogasta,SI,SI,NO,SI,SI,SI,SI,SI,SI
2043,2043,2043,LA RIOJA,Arauco,Arauco,NO,NO,NO,NO,NO,NO,NO,NO,NO
2044,2044,2044,LA RIOJA,Arauco,Bañado de los Pantanos,NO,NO,NO,NO,NO,NO,NO,NO,NO
2045,2045,2045,LA RIOJA,Arauco,Estación Mazán,NO,NO,NO,NO,SI,NO,NO,SI,SI
2046,2046,2046,LA RIOJA,Arauco,Machigasta,NO,NO,NO,NO,SI,SI,NO,NO,NO
2047,2047,2047,LA RIOJA,Arauco,San Antonio,NO,NO,NO,NO,SI,NO,NO,NO,NO
2048,2048,2048,LA RIOJA,Arauco,Termas de Santa Teresita,NO,NO,NO,NO,NO,NO,NO,NO,NO
2049,2049,2049,LA RIOJA,Arauco,Villa Mazán,NO,NO,NO,NO,NO,NO,SI,SI,NO
2050,2050,2050,LA RIOJA,General Belgrano,Loma Blanca,NO,NO,NO,NO,SI,NO,NO,NO,SI
2051,2051,2051,LA RIOJA,Capital,La Rioja,SI,SI,SI,SI,SI,SI,SI,SI,SI
2052,2052,2052,LA RIOJA,Castro Barros,Aminga,NO,SI,NO,SI,NO,NO,SI,SI,NO
2053,2053,2053,LA RIOJA,Castro Barros,Anillaco,NO,SI,NO,SI,SI,NO,SI,NO,SI
2054,2054,2054,LA RIOJA,Castro Barros,Anjullón,NO,SI,NO,SI,NO,NO,SI,SI,NO
2055,2055,2055,LA RIOJA,Castro Barros,Chuquis,NO,SI,NO,NO,NO,NO,NO,NO,NO
2056,2056,2056,LA RIOJA,Castro Barros,Los Molinos,NO,SI,NO,NO,NO,NO,NO,SI,NO
2057,2057,2057,LA RIOJA,Castro Barros,Pinchas,NO,SI,NO,NO,NO,NO,NO,SI,NO
2058,2058,2058,LA RIOJA,Castro Barros,San Pedro,NO,SI,NO,NO,NO,NO,SI,SI,NO
2059,2059,2059,LA RIOJA,Castro Barros,Santa Vera Cruz,NO,NO,NO,NO,NO,NO,NO,SI,NO
2060,2060,2060,LA RIOJA,Chamical,Chamical,SI,SI,NO,SI,SI,SI,SI,SI,SI
2061,2061,2061,LA RIOJA,Chamical,Polco,NO,NO,NO,NO,NO,NO,NO,NO,NO
2062,2062,2062,LA RIOJA,Chilecito,Anguinan,NO,NO,NO,NO,NO,NO,NO,NO,NO
2063,2063,2063,LA RIOJA,Chilecito,Chilecito,SI,SI,NO,SI,SI,SI,SI,SI,NO
2064,2064,2064,LA RIOJA,Chilecito,Colonia Anguinán,NO,SI,NO,SI,NO,NO,SI,SI,NO
2065,2065,2065,LA RIOJA,Chilecito,Colonia Catinzaco,NO,NO,NO,NO,NO,NO,NO,NO,NO
2066,2066,2066,LA RIOJA,Chilecito,Colonia Malligasta,NO,NO,NO,NO,NO,NO,NO,NO,NO
2067,2067,2067,LA RIOJA,Chilecito,Colonia Vichigasta,NO,NO,NO,NO,NO,NO,NO,NO,SI
2068,2068,2068,LA RIOJA,Chilecito,Guanchín,NO,NO,NO,NO,NO,NO,NO,SI,NO
2069,2069,2069,LA RIOJA,Chilecito,La Puntilla,NO,NO,NO,NO,NO,NO,NO,NO,NO
2070,2070,2070,LA RIOJA,Chilecito,Los Sarmientos,NO,NO,NO,NO,SI,NO,NO,NO,NO
2071,2071,2071,LA RIOJA,Chilecito,Malligasta,NO,NO,NO,NO,NO,NO,SI,SI,NO
2072,2072,2072,LA RIOJA,Chilecito,Miranda,NO,NO,NO,NO,NO,NO,NO,NO,NO
2073,2073,2073,LA RIOJA,Chilecito,Nonogasta,SI,SI,NO,SI,SI,SI,SI,SI,SI
2074,2074,2074,LA RIOJA,Chilecito,San Miguel,NO,NO,NO,NO,NO,NO,NO,NO,NO
2075,2075,2075,LA RIOJA,Chilecito,San Nicolás,NO,NO,NO,NO,NO,NO,NO,SI,NO
2076,2076,2076,LA RIOJA,Chilecito,Santa Florentina,NO,NO,NO,NO,NO,NO,NO,SI,NO
2077,2077,2077,LA RIOJA,Chilecito,Sañogasta,NO,NO,NO,NO,SI,SI,SI,SI,NO
2078,2078,2078,LA RIOJA,Chilecito,Tilimuqui,NO,NO,NO,NO,NO,NO,NO,SI,NO
2079,2079,2079,LA RIOJA,Chilecito,Vichigasta,SI,NO,NO,SI,SI,SI,SI,SI,SI
2080,2080,2080,LA RIOJA,Coronel Felipe Varela,Aicuña,NO,NO,NO,NO,NO,NO,NO,SI,NO
2081,2081,2081,LA RIOJA,Coronel Felipe Varela,Guandacol,SI,SI,NO,SI,SI,NO,SI,NO,SI
2082,2082,2082,LA RIOJA,Coronel Felipe Varela,Los Palacios,NO,NO,NO,NO,SI,NO,NO,SI,NO
2083,2083,2083,JUJUY,San Antonio,Loteo Navea,NO,NO,NO,SI,NO,NO,NO,NO,NO
2084,2084,2084,JUJUY,San Antonio,Nuestra Señora del Rosario,NO,NO,NO,NO,NO,NO,NO,NO,NO
2085,2085,2085,JUJUY,San Antonio,San Antonio,SI,SI,NO,NO,NO,NO,SI,NO,SI
2086,2086,2086,JUJUY,San Pedro,Arrayanal,NO,NO,NO,NO,NO,NO,NO,NO,NO
2087,2087,2087,JUJUY,San Pedro,Arroyo Colorado,NO,NO,NO,NO,NO,NO,NO,NO,NO
2088,2088,2088,JUJUY,San Pedro,Don Emilio,NO,NO,NO,NO,NO,NO,NO,SI,NO
2089,2089,2089,JUJUY,San Pedro,El Acheral,NO,NO,NO,NO,NO,NO,NO,NO,NO
2090,2090,2090,JUJUY,San Pedro,El Puesto,NO,NO,NO,NO,NO,NO,NO,NO,NO
2091,2091,2091,JUJUY,San Pedro,El Quemado,NO,NO,NO,NO,NO,NO,NO,NO,NO
2092,2092,2092,JUJUY,San Pedro,La Esperanza,NO,NO,NO,NO,SI,NO,NO,SI,SI
2093,2093,2093,JUJUY,San Pedro,La Manga,NO,NO,NO,NO,NO,NO,NO,NO,NO
2094,2094,2094,JUJUY,San Pedro,La Mendieta,NO,NO,NO,NO,SI,SI,SI,SI,SI
2095,2095,2095,JUJUY,San Pedro,Miraflores,NO,NO,NO,NO,NO,NO,NO,NO,NO
2096,2096,2096,JUJUY,San Pedro,Palos Blancos,NO,NO,NO,NO,NO,NO,NO,NO,NO
2097,2097,2097,JUJUY,San Pedro,Parapetí,NO,NO,NO,NO,NO,NO,NO,NO,NO
2098,2098,2098,JUJUY,San Pedro,Piedritas,NO,NO,NO,NO,NO,NO,NO,NO,NO
2099,2099,2099,JUJUY,San Pedro,Rodeito,NO,NO,NO,NO,SI,SI,NO,NO,NO
2100,2100,2100,JUJUY,San Pedro,Rosario de Río Grande,NO,NO,NO,NO,NO,NO,NO,SI,NO
2101,2101,2101,JUJUY,San Pedro,San Antonio,NO,NO,NO,NO,NO,NO,NO,NO,NO
2102,2102,2102,JUJUY,San Pedro,San Lucas,NO,NO,NO,NO,SI,SI,NO,SI,NO
2103,2103,2103,JUJUY,San Pedro,San Pedro (Est. San Pedro de Jujuy),SI,SI,NO,SI,NO,NO,SI,SI,SI
2104,2104,2104,JUJUY,San Pedro,Sauzal,NO,NO,NO,NO,NO,NO,NO,NO,NO
2105,2105,2105,JUJUY,SANTA BARBARA,El Fuerte,NO,NO,NO,NO,SI,NO,NO,NO,SI
2106,2106,2106,JUJUY,Susques,Mina Providencia,NO,NO,NO,SI,NO,NO,NO,NO,NO
2107,2107,2107,SALTA,Grl. José de San Martín,Aguaray,SI,SI,NO,SI,SI,NO,SI,SI,SI
2108,2108,2108,SALTA,Grl. José de San Martín,Campamento Vespucio,SI,NO,NO,SI,SI,NO,SI,NO,SI
2109,2109,2109,SALTA,Grl. José de San Martín,Campichuelo,NO,NO,NO,NO,SI,NO,NO,NO,NO
2110,2110,2110,SALTA,Grl. José de San Martín,Campo Durán,NO,NO,NO,SI,SI,NO,NO,NO,NO
2111,2111,2111,SALTA,Grl. José de San Martín,Capiazuti,NO,NO,NO,NO,SI,NO,NO,NO,NO
2112,2112,2112,SALTA,Grl. José de San Martín,Carboncito,NO,NO,NO,NO,NO,NO,NO,NO,NO
2113,2113,2113,SALTA,Grl. José de San Martín,Coronel Cornejo,SI,NO,NO,SI,SI,NO,SI,NO,SI
2114,2114,2114,SALTA,Grl. José de San Martín,Dragones,NO,NO,NO,SI,SI,NO,SI,SI,SI
2115,2115,2115,SALTA,Grl. José de San Martín,Embarcación,SI,SI,NO,SI,SI,SI,SI,NO,SI
2116,2116,2116,SALTA,Grl. José de San Martín,General Ballivián,NO,NO,NO,SI,SI,NO,NO,NO,SI
2117,2117,2117,SALTA,Grl. José de San Martín,General Mosconi,SI,NO,NO,SI,SI,SI,SI,SI,SI
2118,2118,2118,SALTA,Grl. José de San Martín,Hickman,NO,NO,NO,NO,SI,NO,NO,NO,NO
2119,2119,2119,SALTA,Grl. José de San Martín,Misión Chaqueña,NO,NO,NO,NO,SI,NO,NO,NO,NO
2120,2120,2120,SALTA,Grl. José de San Martín,Misión El Cruce - El Milagro - El Jardín de San Martín,NO,NO,NO,NO,SI,SI,NO,NO,NO
2121,2121,2121,MENDOZA,Guaymallén,BERMEJO,NO,NO,NO,SI,SI,SI,NO,NO,NO
2122,2122,2122,MENDOZA,Guaymallén,BUENA NUEVA,NO,NO,NO,SI,SI,SI,NO,NO,SI
2123,2123,2123,MENDOZA,Guaymallén,Capilla Del Rosario,NO,NO,NO,SI,SI,SI,NO,NO,NO
2124,2124,2124,MENDOZA,Guaymallén,COLONIA SEGOVIA,NO,NO,NO,NO,SI,SI,NO,NO,NO
2125,2125,2125,MENDOZA,Guaymallén,Colonia Segovia,NO,NO,NO,SI,SI,SI,NO,SI,NO
2126,2126,2126,MENDOZA,Guaymallén,DORREGO,NO,NO,NO,SI,SI,SI,NO,NO,NO
2127,2127,2127,MENDOZA,Guaymallén,EL SAUCE,NO,NO,NO,SI,SI,SI,NO,NO,NO
2128,2128,2128,MENDOZA,Guaymallén,GENERAL BELGRANO,NO,NO,NO,NO,SI,SI,NO,NO,NO
2129,2129,2129,MENDOZA,Guaymallén,Guaymallén,SI,SI,SI,SI,SI,SI,SI,SI,NO
2130,2130,2130,MENDOZA,Guaymallén,JESUS NAZARENO,NO,NO,NO,SI,SI,SI,NO,NO,NO
2131,2131,2131,MENDOZA,Guaymallén,KILOMETRO 11 (GUAYMALLEN),NO,NO,NO,NO,NO,NO,NO,NO,NO
2132,2132,2132,MENDOZA,Guaymallén,La Primavera,NO,NO,NO,NO,NO,NO,NO,SI,NO
2133,2133,2133,MENDOZA,Guaymallén,LAS CAÑAS,NO,NO,NO,SI,SI,SI,NO,NO,NO
2134,2134,2134,MENDOZA,Guaymallén,Los Corralitos,SI,NO,SI,NO,SI,SI,SI,SI,SI
2135,2135,2135,MENDOZA,Las Heras,Panquehua,NO,NO,NO,SI,SI,SI,NO,NO,NO
2136,2136,2136,MENDOZA,Las Heras,Papagayos,NO,NO,NO,NO,SI,SI,NO,NO,SI
2137,2137,2137,MENDOZA,Las Heras,Polvaredas,NO,NO,NO,NO,NO,NO,NO,NO,NO
2138,2138,2138,MENDOZA,Las Heras,Puente del Inca,NO,NO,NO,NO,SI,SI,NO,NO,SI
2139,2139,2139,MENDOZA,Las Heras,Punta de Vacas,NO,NO,NO,NO,NO,NO,NO,NO,NO
2140,2140,2140,MENDOZA,Las Heras,Sierras De Encalada,NO,NO,NO,NO,SI,SI,NO,NO,NO
2141,2141,2141,MENDOZA,Las Heras,Uspallata,SI,NO,SI,SI,SI,SI,SI,NO,NO
2142,2142,2142,MENDOZA,Lavalle,3 de Mayo,NO,NO,NO,NO,SI,NO,SI,SI,NO
2143,2143,2143,MENDOZA,Lavalle,Barrio Alto del Olvido,NO,NO,NO,NO,NO,NO,NO,NO,NO
2144,2144,2144,MENDOZA,Lavalle,Barrio Jocolí II,NO,NO,NO,NO,NO,NO,NO,NO,NO
2145,2145,2145,MENDOZA,Lavalle,Barrio La Esperanza,NO,NO,NO,NO,NO,NO,NO,NO,NO
2146,2146,2146,MENDOZA,Lavalle,Barrio La Palmera,NO,NO,NO,NO,NO,NO,NO,NO,NO
2147,2147,2147,MENDOZA,Lavalle,Barrio La Pega,NO,NO,NO,NO,NO,NO,SI,NO,NO
2148,2148,2148,MENDOZA,Lavalle,Barrio Lagunas de Bartoluzzi,NO,NO,NO,NO,NO,NO,NO,NO,NO
2149,2149,2149,MENDOZA,Lavalle,Barrio Los Jarilleros,NO,NO,NO,NO,NO,NO,NO,NO,NO
2150,2150,2150,MENDOZA,Lavalle,Barrio Los Olivos,SI,NO,NO,NO,NO,NO,SI,NO,NO
2151,2151,2151,MENDOZA,Lavalle,Barrio Virgen del Rosario,NO,NO,NO,NO,NO,NO,NO,NO,NO
2152,2152,2152,MENDOZA,Lavalle,Costa de Araujo,NO,NO,NO,SI,SI,SI,NO,SI,NO
2153,2153,2153,MENDOZA,Lavalle,El Paramillo,NO,NO,NO,NO,NO,NO,NO,NO,NO
2154,2154,2154,MENDOZA,Lavalle,El Vergel,NO,NO,NO,NO,NO,NO,NO,SI,NO
2155,2155,2155,MENDOZA,Lavalle,Ingeniero Gustavo André,NO,NO,NO,NO,NO,NO,NO,SI,NO
2156,2156,2156,MENDOZA,Lavalle,Jocolí,NO,NO,NO,NO,NO,NO,NO,SI,NO
2157,2157,2157,MENDOZA,Lavalle,Jocolí Viejo,NO,NO,NO,NO,NO,NO,NO,SI,NO
2158,2158,2158,MENDOZA,Luján de Cuyo,Agrelo,SI,NO,NO,SI,SI,SI,SI,SI,NO
2159,2159,2159,MENDOZA,Luján de Cuyo,Barrio Adina I Y Ii,NO,NO,NO,NO,SI,SI,NO,NO,NO
2160,2160,2160,MENDOZA,Luján de Cuyo,Barrio Perdriel IV,NO,NO,NO,SI,SI,NO,NO,SI,NO
2161,2161,2161,MENDOZA,Luján de Cuyo,Cacheuta,SI,NO,NO,NO,SI,SI,SI,SI,NO
2162,2162,2162,MENDOZA,Luján de Cuyo,CARRODILLA,NO,NO,NO,SI,SI,SI,NO,SI,NO
2163,2163,2163,MENDOZA,Luján de Cuyo,CHACRAS DE CORIA,NO,NO,NO,SI,SI,SI,NO,SI,NO
2164,2164,2164,MENDOZA,Luján de Cuyo,Costa Flores,NO,NO,NO,SI,SI,SI,NO,SI,NO
2165,2165,2165,MENDOZA,Luján de Cuyo,El Carmelo,NO,NO,NO,NO,NO,NO,NO,NO,NO
2166,2166,2166,MENDOZA,Luján de Cuyo,El Carrizal,NO,NO,NO,NO,SI,NO,NO,SI,NO
2167,2167,2167,MENDOZA,Luján de Cuyo,El Salto,NO,NO,NO,NO,NO,NO,SI,SI,NO
2168,2168,2168,MENDOZA,Luján de Cuyo,La Puntilla,NO,NO,NO,SI,NO,NO,NO,SI,NO
2169,2169,2169,MENDOZA,Luján de Cuyo,Las Carditas,NO,NO,NO,NO,NO,NO,NO,NO,NO
2170,2170,2170,MENDOZA,Luján de Cuyo,Las Compuertas,SI,NO,SI,NO,SI,NO,SI,SI,NO
2171,2171,2171,MENDOZA,Luján de Cuyo,Las Vegas,NO,NO,NO,NO,NO,NO,SI,SI,NO
2172,2172,2172,MENDOZA,Luján de Cuyo,Los Manantiales,NO,NO,NO,NO,SI,SI,NO,NO,NO
2173,2173,2173,MENDOZA,Guaymallén,PEDRO MOLINA,NO,NO,NO,SI,SI,SI,NO,NO,NO
2174,2174,2174,MENDOZA,Guaymallén,Puente de Hierro,SI,NO,SI,NO,SI,SI,SI,SI,NO
2175,2175,2175,MENDOZA,Guaymallén,RODEO DE LA CRUZ,NO,NO,NO,SI,SI,SI,NO,NO,SI
2176,2176,2176,MENDOZA,Guaymallén,SAN FRANCISCO DEL MONTE,NO,NO,NO,SI,SI,SI,NO,NO,NO
2177,2177,2177,MENDOZA,Guaymallén,San Jose,NO,NO,NO,SI,SI,SI,NO,NO,NO
2178,2178,2178,MENDOZA,Guaymallén,VILLA NUEVA,NO,NO,NO,NO,SI,SI,NO,NO,NO
2179,2179,2179,MENDOZA,Junín,ALTO VERDE,NO,NO,NO,NO,NO,NO,NO,NO,NO
2180,2180,2180,MENDOZA,Junín,Ingeniero Giagnoni,SI,NO,SI,SI,SI,SI,SI,SI,NO
2181,2181,2181,MENDOZA,Junín,Junín,SI,NO,SI,SI,SI,SI,SI,SI,NO
2182,2182,2182,MENDOZA,Junín,La Colonia,NO,NO,NO,SI,SI,SI,NO,SI,SI
2183,2183,2183,MENDOZA,Junín,Los Barriales,SI,NO,SI,NO,SI,SI,SI,SI,NO
2184,2184,2184,MENDOZA,Junín,Medrano,NO,NO,NO,NO,NO,NO,NO,SI,NO
2185,2185,2185,MENDOZA,Junín,Phillips,NO,NO,NO,NO,NO,NO,SI,SI,NO
2186,2186,2186,MENDOZA,Junín,Rodríguez Peña,NO,NO,NO,NO,SI,NO,SI,SI,NO
2187,2187,2187,MENDOZA,La Paz,Desaguadero,NO,NO,NO,NO,SI,SI,SI,NO,NO
2188,2188,2188,MENDOZA,La Paz,La Paz,SI,NO,NO,SI,SI,SI,SI,NO,NO
2189,2189,2189,MENDOZA,La Paz,Villa Antigua,NO,NO,NO,NO,NO,NO,NO,NO,NO
2190,2190,2190,MENDOZA,Las Heras,Blanco Encalada,NO,NO,NO,NO,NO,NO,SI,NO,NO
2191,2191,2191,MENDOZA,Las Heras,Capdeville,NO,NO,NO,NO,SI,NO,NO,NO,NO
2192,2192,2192,MENDOZA,Las Heras,El Algarrobal,NO,NO,NO,SI,SI,SI,NO,NO,NO
2193,2193,2193,MENDOZA,Las Heras,El Borbollon,NO,NO,NO,NO,SI,SI,NO,NO,NO
2194,2194,2194,MENDOZA,Las Heras,EL CHALLAO,NO,NO,NO,SI,NO,NO,NO,NO,NO
2195,2195,2195,MENDOZA,Las Heras,EL PLUMERILLO,NO,NO,NO,SI,SI,SI,NO,NO,NO
2196,2196,2196,MENDOZA,Las Heras,EL RESGUARDO,NO,NO,NO,SI,NO,SI,NO,NO,NO
2197,2197,2197,MENDOZA,Las Heras,EL ZAPALLAR,NO,NO,NO,SI,SI,SI,NO,NO,NO
2198,2198,2198,MENDOZA,Las Heras,Jocolí,NO,NO,NO,NO,SI,SI,SI,NO,NO
2199,2199,2199,MENDOZA,Las Heras,La Cieneguita,NO,NO,NO,NO,SI,SI,NO,NO,NO
2200,2200,2200,MENDOZA,Las Heras,Las Cuevas,NO,NO,NO,NO,SI,SI,NO,NO,NO
2201,2201,2201,MENDOZA,Las Heras,Las Heras,SI,SI,SI,SI,SI,SI,SI,SI,SI
2202,2202,2202,MENDOZA,Las Heras,Los Penitentes,NO,NO,NO,NO,NO,NO,NO,NO,NO
2203,2203,2203,NEUQUEN,Ñorquín,Caviahué,NO,NO,SI,NO,SI,NO,SI,SI,SI
2204,2204,2204,NEUQUEN,Ñorquín,Copahue,NO,NO,NO,NO,NO,NO,SI,SI,NO
2205,2205,2205,NEUQUEN,Ñorquín,El Cholar,NO,NO,NO,NO,NO,NO,SI,SI,SI
2206,2206,2206,NEUQUEN,Ñorquín,El Huecú,NO,NO,NO,NO,SI,NO,SI,SI,SI
2207,2207,2207,NEUQUEN,Ñorquín,Taquimilán,NO,NO,NO,NO,NO,NO,SI,SI,NO
2208,2208,2208,NEUQUEN,Pehuenches,Barrancas,NO,NO,NO,NO,NO,NO,SI,SI,SI
2209,2209,2209,NEUQUEN,Pehuenches,Buta Ranquil,NO,NO,NO,NO,SI,NO,SI,NO,SI
2210,2210,2210,NEUQUEN,Pehuenches,Octavio Pico,NO,NO,NO,NO,NO,NO,NO,NO,NO
2211,2211,2211,NEUQUEN,Pehuenches,Rincón de los Sauces,SI,SI,SI,SI,SI,SI,SI,SI,SI
2212,2212,2212,NEUQUEN,Picún Leufú,El Sauce,NO,NO,NO,NO,NO,NO,NO,NO,NO
2213,2213,2213,NEUQUEN,Picún Leufú,Paso Aguerre,NO,NO,NO,NO,NO,NO,SI,NO,NO
2214,2214,2214,NEUQUEN,Picún Leufú,Picún Leufú,NO,NO,NO,NO,SI,NO,SI,SI,SI
2215,2215,2215,NEUQUEN,Picunches,Bajada del Agrio,NO,NO,NO,NO,SI,NO,SI,NO,NO
2216,2216,2216,NEUQUEN,Picunches,La Buitrera,NO,NO,NO,NO,NO,NO,NO,NO,SI
2217,2217,2217,NEUQUEN,Picunches,Las Lajas,NO,NO,SI,NO,SI,NO,SI,NO,SI
2218,2218,2218,NEUQUEN,Picunches,Quili Malal,NO,NO,NO,NO,NO,NO,NO,NO,NO
2219,2219,2219,NEUQUEN,Zapala,Covunco Centro,NO,NO,NO,NO,SI,NO,NO,NO,NO
2220,2220,2220,MENDOZA,Maipú,Fray Luis Beltrán,SI,SI,SI,SI,SI,SI,SI,SI,NO
2221,2221,2221,MENDOZA,Maipú,GENERAL GUTIERREZ,NO,NO,NO,SI,SI,SI,NO,NO,NO
2222,2222,2222,MENDOZA,Maipú,LUZURIAGA,NO,NO,NO,SI,SI,SI,NO,NO,NO
2223,2223,2223,MENDOZA,Maipú,Maipú,SI,SI,SI,SI,SI,SI,SI,SI,NO
2224,2224,2224,MENDOZA,Maipú,Rodeo del Medio,SI,NO,SI,SI,SI,SI,SI,SI,NO
2225,2225,2225,MENDOZA,Maipú,Russell,SI,NO,SI,SI,SI,SI,SI,NO,NO
2226,2226,2226,MENDOZA,Maipú,San Roque,SI,NO,SI,SI,SI,SI,SI,SI,NO
2227,2227,2227,MENDOZA,Maipú,Villa Teresa,NO,NO,NO,NO,NO,NO,NO,SI,NO
2228,2228,2228,MENDOZA,Malargüe,Agua Escondida,NO,NO,NO,NO,SI,SI,NO,NO,SI
2229,2229,2229,MENDOZA,Malargüe,Bardas Blancas,NO,NO,NO,NO,SI,NO,SI,NO,NO
2230,2230,2230,MENDOZA,Malargüe,Las Leñas,NO,NO,NO,SI,SI,SI,SI,NO,NO
2231,2231,2231,LA RIOJA,Coronel Felipe Varela,Pagancillo,NO,NO,NO,SI,SI,NO,NO,SI,NO
2232,2232,2232,LA RIOJA,Coronel Felipe Varela,Santa Clara,NO,NO,NO,NO,NO,NO,NO,NO,NO
2233,2233,2233,LA RIOJA,Coronel Felipe Varela,Villa Unión,NO,SI,NO,SI,SI,NO,SI,SI,SI
2234,2234,2234,LA RIOJA,Famatina,Alto Carrizal,NO,NO,NO,NO,NO,NO,NO,NO,NO
2235,2235,2235,LA RIOJA,Famatina,Angulos,NO,NO,NO,NO,NO,NO,NO,SI,NO
2236,2236,2236,LA RIOJA,Famatina,Antinaco,NO,NO,NO,NO,NO,NO,NO,NO,NO
2237,2237,2237,LA RIOJA,Famatina,Bajo Carrizal,NO,NO,NO,NO,NO,NO,NO,NO,NO
2238,2238,2238,LA RIOJA,Famatina,Campanas,NO,NO,NO,SI,SI,NO,SI,SI,NO
2239,2239,2239,LA RIOJA,Famatina,Chañarmuyo,NO,NO,NO,NO,NO,NO,NO,SI,NO
2240,2240,2240,LA RIOJA,Famatina,Famatina,SI,SI,NO,SI,SI,SI,SI,SI,NO
2241,2241,2241,LA RIOJA,Famatina,La Cuadra,NO,NO,NO,NO,NO,NO,NO,SI,NO
2242,2242,2242,LA RIOJA,Famatina,Pituil,NO,NO,NO,NO,SI,NO,SI,SI,NO
2243,2243,2243,LA RIOJA,Famatina,Plaza Vieja,NO,NO,NO,NO,NO,NO,NO,NO,NO
